title,artist,old_low,old_high,new_low,new_high,source_url
Love Train,The O'Jays,G2,D4,A3,A4,https://singingcarrots.com/artist-range?artist=The%20O%27Jays
For the Love of Money,The O'Jays,G2,D4,F2,D4,https://singingcarrots.com/artist-range?artist=The%20O%27Jays
Elvira,The Oak Ridge Boys,G2,C4,G2,A3,https://singingcarrots.com/artist-range?artist=The%20Oak%20Ridge%20Boys
Rocky Top,The Osborne Brothers,G2,C4,C3,A#3,https://singingcarrots.com/artist-range?artist=The%20Osborne%20Brothers
Music of the Night,The Phantom of the Opera,C3,A#4,G#3,G#5,https://singingcarrots.com/artist-range?artist=The%20Phantom%20of%20the%20Opera
All I Ask of You,The Phantom of the Opera,C3,E4,C4,G5,https://singingcarrots.com/artist-range?artist=The%20Phantom%20of%20the%20Opera
The Man Who Can't Be Moved,The Script,A2,D4,E2,F4,https://singingcarrots.com/artist-range?artist=The%20Script
Hall of Fame,The Script,A2,D4,F3,C5,https://singingcarrots.com/artist-range?artist=The%20Script
Breakeven,The Script,A2,D4,G3,C5,https://singingcarrots.com/artist-range?artist=The%20Script
Edelweiss,The Sound of Music,C3,D4,D4,C5,https://singingcarrots.com/artist-range?artist=The%20Sound%20of%20Music
Sixteen Going on Seventeen,The Sound of Music,C3,E4,C4,D5,https://singingcarrots.com/artist-range?artist=The%20Sound%20of%20Music
I'll Be Around,The Spinners,G2,D4,F#4,G#5,https://singingcarrots.com/artist-range?artist=The%20Spinners
Rubberband Man,The Spinners,G2,D4,D#3,C5,https://singingcarrots.com/artist-range?artist=The%20Spinners
"Betcha By Golly, Wow",The Stylistics,G2,D4,G#3,B4,https://singingcarrots.com/artist-range?artist=The%20Stylistics
My Girl,The Temptations,G2,C4,G3,A4,https://singingcarrots.com/artist-range?artist=The%20Temptations
Just My Imagination,The Temptations,G2,D4,B2,E4,https://singingcarrots.com/artist-range?artist=The%20Temptations
Ain't Too Proud to Beg,The Temptations,G2,D4,D3,E4,https://singingcarrots.com/artist-range?artist=The%20Temptations
I Wish It Would Rain,The Temptations,G2,D4,F2,C4,https://singingcarrots.com/artist-range?artist=The%20Temptations
The Way You Do the Things You Do,The Temptations,G2,D4,C3,D4,https://singingcarrots.com/artist-range?artist=The%20Temptations
Papa Was a Rollin' Stone,The Temptations,G2,C4,G#2,F4,https://singingcarrots.com/artist-range?artist=The%20Temptations
Get Ready,The Temptations,G2,D4,B2,D4,https://singingcarrots.com/artist-range?artist=The%20Temptations
Bittersweet Symphony,The Verve,A2,D4,E3,E4,https://singingcarrots.com/artist-range?artist=The%20Verve
Behind Blue Eyes,The Who,G2,D4,D3,G4,https://singingcarrots.com/artist-range?artist=The%20Who
If I Only Had a Brain,The Wizard of Oz,C3,D4,G3,B4,https://singingcarrots.com/artist-range?artist=The%20Wizard%20of%20Oz
Here I Am to Worship,Tim Hughes,G2,D4,A2,A3,https://singingcarrots.com/artist-range?artist=Tim%20Hughes
Live Like You Were Dying,Tim McGraw,G2,C4,D3,F#4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Just to See You Smile,Tim McGraw,G2,C4,D3,E4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Humble and Kind,Tim McGraw,G2,C4,B2,F#4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Something Like That,Tim McGraw,G2,C4,C3,G#4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Real Good Man,Tim McGraw,G2,C4,A2,F#4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Highway Don't Care,Tim McGraw,G2,C4,A2,A4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Don't Take the Girl,Tim McGraw,G2,C4,D3,E4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Indian Outlaw,Tim McGraw,G2,C4,B2,G4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Where the Green Grass Grows,Tim McGraw,G2,C4,D3,G4,https://singingcarrots.com/artist-range?artist=Tim%20McGraw
Should've Been a Cowboy,Toby Keith,G2,C4,D3,E4,https://singingcarrots.com/artist-range?artist=Toby%20Keith
How Do You Like Me Now?!,Toby Keith,G2,C4,A2,G4,https://singingcarrots.com/artist-range?artist=Toby%20Keith
"Courtesy of the Red, White and Blue",Toby Keith,G2,C4,F#2,E4,https://singingcarrots.com/artist-range?artist=Toby%20Keith
Learning to Fly,Tom Petty,G2,C4,G2,F4,https://singingcarrots.com/artist-range?artist=Tom%20Petty
Free Fallin',Tom Petty,G2,C4,C3,E4,https://singingcarrots.com/artist-range?artist=Tom%20Petty
Wildflowers,Tom Petty,G2,C4,C3,D4,https://singingcarrots.com/artist-range?artist=Tom%20Petty
Rosanna,Toto,G2,D4,G3,D5,https://singingcarrots.com/artist-range?artist=Toto
Africa,Toto,A2,D4,B2,A4,https://singingcarrots.com/artist-range?artist=Toto
Hold the Line,Toto,G2,D4,B3,C#5,https://singingcarrots.com/artist-range?artist=Toto
If I Needed You,Townes Van Zandt,G2,C4,A2,G3,https://singingcarrots.com/artist-range?artist=Townes%20Van%20Zandt
Tecumseh Valley,Townes Van Zandt,G2,C4,C4,A4,https://singingcarrots.com/artist-range?artist=Townes%20Van%20Zandt
Fast Car,Tracy Chapman,A2,D4,E3,A4,https://singingcarrots.com/artist-range?artist=Tracy%20Chapman
Drops of Jupiter,Train,G2,D4,G3,A4,https://singingcarrots.com/artist-range?artist=Train
"Hey, Soul Sister",Train,A2,D4,B3,B4,https://singingcarrots.com/artist-range?artist=Train
Marry Me,Train,A2,D4,G3,A4,https://singingcarrots.com/artist-range?artist=Train
Drive By,Train,A2,D4,C#3,B4,https://singingcarrots.com/artist-range?artist=Train
With or Without You,U2,B2,E4,A3,D6,https://singingcarrots.com/artist-range?artist=U2
Moondance,Van Morrison,G2,D4,E3,A4,https://singingcarrots.com/artist-range?artist=Van%20Morrison
Brown Eyed Girl,Van Morrison,G2,D4,G2,G3,https://singingcarrots.com/artist-range?artist=Van%20Morrison
Into the Mystic,Van Morrison,G2,D4,A#2,G#4,https://singingcarrots.com/artist-range?artist=Van%20Morrison
Riptide,Vance Joy,A2,D4,G#3,A#4,https://singingcarrots.com/artist-range?artist=Vance%20Joy
Maria,West Side Story,C3,G#4,A#3,A5,https://singingcarrots.com/artist-range?artist=West%20Side%20Story
Tonight,West Side Story,C3,A4,B3,F5,https://singingcarrots.com/artist-range?artist=West%20Side%20Story
Jet Song,West Side Story,C3,D4,A#3,F5,https://singingcarrots.com/artist-range?artist=West%20Side%20Story
Something's Coming,West Side Story,C3,A4,D4,F5,https://singingcarrots.com/artist-range?artist=West%20Side%20Story
Always on My Mind,Willie Nelson,G2,C4,G2,B3,https://singingcarrots.com/artist-range?artist=Willie%20Nelson
Blue Eyes Crying in the Rain,Willie Nelson,G2,C4,C3,D#4,https://singingcarrots.com/artist-range?artist=Willie%20Nelson
On the Road Again,Willie Nelson,G2,C4,B2,E4,https://singingcarrots.com/artist-range?artist=Willie%20Nelson
This Land Is Your Land,Woody Guthrie,G2,C4,D3,C4,https://singingcarrots.com/artist-range?artist=Woody%20Guthrie
Chicken Fried,Zac Brown Band,G2,C4,D3,F#4,https://singingcarrots.com/artist-range?artist=Zac%20Brown%20Band
Send in the Clowns,A Little Night Music (male key),C3,D4,F#3,G#4,https://singingcarrots.com/artist-range?artist=A%20Little%20Night%20Music
Just the Two of Us,Bill Withers & Grover Washington Jr.,G2,C4,C#3,F4,https://singingcarrots.com/artist-range?artist=Bill%20Withers
Helplessly Hoping,"Crosby, Stills & Nash",G2,C4,G2,G4,https://singingcarrots.com/artist-range?artist=Crosby%20Stills%20%26%20Nash
Long Time Gone,"Crosby, Stills & Nash",G2,C4,E3,B4,https://singingcarrots.com/artist-range?artist=Crosby%20Stills%20%26%20Nash
Guinnevere,"Crosby, Stills & Nash",G2,C4,D3,D4,https://singingcarrots.com/artist-range?artist=Crosby%20Stills%20%26%20Nash
Southern Cross,"Crosby, Stills & Nash",G2,C4,D3,G4,https://singingcarrots.com/artist-range?artist=Crosby%20Stills%20%26%20Nash
Teach Your Children,"Crosby, Stills, Nash & Young",G2,C4,C3,C4,https://singingcarrots.com/artist-range?artist=Crosby%20Stills%20Nash%20%26%20Young
Ohio,"Crosby, Stills, Nash & Young",G2,C4,C4,A#4,https://singingcarrots.com/artist-range?artist=Crosby%20Stills%20Nash%20%26%20Young
Our House,"Crosby, Stills, Nash & Young",G2,C4,B2,E4,https://singingcarrots.com/artist-range?artist=Crosby%20Stills%20Nash%20%26%20Young
Hotel California,Eagles,E3,A4,E3,A4,https://singingcarrots.com/artist-range?artist=The%20Eagles
Desperado,Eagles,G2,D4,D3,B4,https://singingcarrots.com/artist-range?artist=The%20Eagles
Lyin' Eyes,Eagles,G2,D4,D3,B4,https://singingcarrots.com/artist-range?artist=The%20Eagles
Tequila Sunrise,Eagles,G2,D4,D3,E4,https://singingcarrots.com/artist-range?artist=The%20Eagles
Already Gone,Eagles,G2,D4,G3,A4,https://singingcarrots.com/artist-range?artist=The%20Eagles
Take It Easy,Eagles,G2,D4,D3,C5,https://singingcarrots.com/artist-range?artist=The%20Eagles
Peaceful Easy Feeling,Eagles,G2,D4,B2,D4,https://singingcarrots.com/artist-range?artist=The%20Eagles
New Kid in Town,Eagles,G2,D4,C3,G4,https://singingcarrots.com/artist-range?artist=The%20Eagles
Let's Groove,"Earth, Wind & Fire",G2,D4,F3,G4,https://singingcarrots.com/artist-range?artist=Earth%20Wind%20%26%20Fire
After the Love Has Gone,"Earth, Wind & Fire",G2,D4,C3,F#4,https://singingcarrots.com/artist-range?artist=Earth%20Wind%20%26%20Fire
September,"Earth, Wind & Fire",G2,D4,A3,D5,https://singingcarrots.com/artist-range?artist=Earth%20Wind%20%26%20Fire
Shining Star,"Earth, Wind & Fire",G2,D4,G2,D4,https://singingcarrots.com/artist-range?artist=Earth%20Wind%20%26%20Fire
Reasons,"Earth, Wind & Fire",G2,D4,A#2,G4,https://singingcarrots.com/artist-range?artist=Earth%20Wind%20%26%20Fire
Home,Edward Sharpe & The Magnetic Zeros,A2,D4,A3,A5,https://singingcarrots.com/artist-range?artist=Edward%20Sharpe%20%26%20the%20Magnetic%20Zeros
Baby I Need Your Loving,Four Tops,G2,D4,F3,A#4,https://singingcarrots.com/artist-range?artist=The%20Four%20Tops
I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,G2,D4,G3,G4,https://singingcarrots.com/artist-range?artist=The%20Four%20Tops
Reach Out I'll Be There,Four Tops,G2,D4,D#3,C4,https://singingcarrots.com/artist-range?artist=The%20Four%20Tops
Bernadette,Four Tops,G2,D4,D4,B4,https://singingcarrots.com/artist-range?artist=The%20Four%20Tops
Lucky,Jason Mraz & Colbie Caillat,A2,D4,D3,G4,https://singingcarrots.com/artist-range?artist=Jason%20Mraz
Jackson,Johnny Cash & June Carter,G2,C4,G2,A#4,https://singingcarrots.com/artist-range?artist=Johnny%20Cash
Hurt,Johnny Cash (cover),G2,C4,F2,G3,https://singingcarrots.com/artist-range?artist=Johnny%20Cash
Stars,Les Misérables (Javert),G2,F#4,D4,E5,https://singingcarrots.com/artist-range?artist=Les%20Mis%C3%A9rables
Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,G2,D4,B2,D#4,https://singingcarrots.com/artist-range?artist=Marvin%20Gaye
Fishin' in the Dark,Nitty Gritty Dirt Band,G2,C4,D3,G4,https://singingcarrots.com/artist-range?artist=The%20Nitty%20Gritty%20Dirt%20Band
Lemon Tree,"Peter, Paul and Mary",G2,C4,G4,A#5,https://singingcarrots.com/artist-range?artist=Peter%20Paul%20and%20Mary
"Puff, the Magic Dragon","Peter, Paul and Mary",G2,C4,C#4,B4,https://singingcarrots.com/artist-range?artist=Peter%20Paul%20and%20Mary
Way Maker,Sinach / Leeland,G2,E4,B3,C#5,https://singingcarrots.com/artist-range?artist=Sinach
Ooo Baby Baby,Smokey Robinson & The Miracles,G2,D4,C#2,D#4,https://singingcarrots.com/artist-range?artist=Smokey%20Robinson%20%26%20the%20Miracles
Tracks of My Tears,Smokey Robinson & The Miracles,G2,D4,D3,B4,https://singingcarrots.com/artist-range?artist=Smokey%20Robinson%20%26%20the%20Miracles
I Second That Emotion,Smokey Robinson & The Miracles,G2,D4,G2,D4,https://singingcarrots.com/artist-range?artist=Smokey%20Robinson%20%26%20the%20Miracles
Kiss and Say Goodbye,The Manhattans,G2,D4,F2,A#3,https://singingcarrots.com/artist-range?artist=Manhattans
Beer for My Horses,Toby Keith & Willie Nelson,G2,C4,E2,D4,https://singingcarrots.com/artist-range?artist=Toby%20Keith
