title,artist,low,high,source_url
Changes,David Bowie,C3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
China Girl,David Bowie,B2,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Come and Buy My Toys,David Bowie,C3,C4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Cool World,David Bowie,F#2,B4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Cygnet Committee,David Bowie,A#2,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Diamond Dogs,David Bowie,E3,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Did You Ever Have a Dream,David Bowie,D3,E4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Dirty Boys,David Bowie,E3,E4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Drive-In Saturday,David Bowie,E3,G#4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Eight Line Poem,David Bowie,C3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Fashion,David Bowie,G2,F4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Five Years,David Bowie,E3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Golden Years,David Bowie,B2,B4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Hang Onto Yourself,David Bowie,D3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Heroes,David Bowie,B2,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
I Can't Give Everything Away,David Bowie,C3,E4,https://singingcarrots.com/artist-range?artist=David%20Bowie
I'd Rather Be High,David Bowie,F3,E4,https://singingcarrots.com/artist-range?artist=David%20Bowie
I'll Take You There,David Bowie,D3,E4,https://singingcarrots.com/artist-range?artist=David%20Bowie
I'm Afraid of Americans,David Bowie,D#3,C4,https://singingcarrots.com/artist-range?artist=David%20Bowie
In the Heat of the Morning,David Bowie,E3,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Join the Gang,David Bowie,B2,F#4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Karma Man,David Bowie,D3,G#4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Kooks,David Bowie,E3,D4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Lazarus,David Bowie,C3,B3,https://singingcarrots.com/artist-range?artist=David%20Bowie
Let Me Sleep Beside You,David Bowie,A2,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Little Wonder,David Bowie,B2,E4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Love You Till Tuesday,David Bowie,A#2,F4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Magic Dance,David Bowie,F2,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Memory of a Free Festival,David Bowie,E3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Modern Love,David Bowie,F3,F4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Nature Boy,David Bowie,C3,F4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Please Mr. Gravedigger,David Bowie,C3,A3,https://singingcarrots.com/artist-range?artist=David%20Bowie
Queen Bitch,David Bowie,C3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Quicksand,David Bowie,D3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Rebel Rebel,David Bowie,E3,E4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Rock & Roll Suicide,David Bowie,A2,A#4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Rock 'n' Roll Suicide,David Bowie,A2,B4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Scary Monsters (and Super Creeps),David Bowie,G#2,C4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Sell Me a Coat,David Bowie,D3,C4,https://singingcarrots.com/artist-range?artist=David%20Bowie
So She,David Bowie,E3,D#4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Song for Bob Dylan,David Bowie,E3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Soul Love,David Bowie,C#3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Sound and Vision,David Bowie,D2,G3,https://singingcarrots.com/artist-range?artist=David%20Bowie
Starman,David Bowie,G2,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Sufragette City,David Bowie,E3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Bewlay Brothers,David Bowie,A2,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Gospel According To Tony Day,David Bowie,A2,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Jean Genie,David Bowie,B2,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Laughing Gnome,David Bowie,C3,F4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Man Who Sold the World,David Bowie,D3,F4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Next Day,David Bowie,D3,F#4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Prettiest Star,David Bowie,E3,D4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Secret Life of Arabia,David Bowie,G2,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Supermen,David Bowie,A2,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
The Wild Eyed Boy From Freecloud,David Bowie,B2,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
This Is Not America,David Bowie,D3,B4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Uncle Arthur,David Bowie,D3,F#4,https://singingcarrots.com/artist-range?artist=David%20Bowie
When I Live My Dream,David Bowie,C3,A4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Where Are We Now?,David Bowie,D3,E4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Wild Is the Wind,David Bowie,D3,B4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Within You,David Bowie,E3,G4,https://singingcarrots.com/artist-range?artist=David%20Bowie
Without You,David Bowie,A2,D4,https://singingcarrots.com/artist-range?artist=David%20Bowie
You Feel So Lonely You Could Die,David Bowie,D3,F4,https://singingcarrots.com/artist-range?artist=David%20Bowie
...Neverending...,David Crowder Band,A#2,F4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
A Return,David Crowder Band,C3,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
After All (Holy),David Crowder Band,C#3,G#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
All Around Me,David Crowder Band,E3,G4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
All Creatures,David Crowder Band,D3,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
All Creatures #2,David Crowder Band,F#2,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
"Alleluia, Sing",David Crowder Band,D3,F4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Birmingham (We Are Safe),David Crowder Band,F3,F4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Blessedness of Everlasting Light,David Crowder Band,D3,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Can I Lie Here,David Crowder Band,E3,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Can You Feel It?,David Crowder Band,C#3,C#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Come Thou Fount,David Crowder Band,E3,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Deliver Me,David Crowder Band,E2,C#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Do Not Move,David Crowder Band,D3,G4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Everything Glorious,David Crowder Band,G2,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Fall on Your Knees,David Crowder Band,D3,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Feliz Navidad,David Crowder Band,E3,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Forever and Ever,David Crowder Band,A#2,D#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
"God Almighty, None Compares",David Crowder Band,D3,A4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
God of Wrath,David Crowder Band,G2,D#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Here Is Our King,David Crowder Band,G2,C4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
How Great,David Crowder Band,D#2,F4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
I Am,David Crowder Band,G2,G4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
I Am a Seed,David Crowder Band,B2,G#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
I Need Words,David Crowder Band,F#2,B3,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
In the End (O Resplendent Light!),David Crowder Band,D3,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Intoxicating,David Crowder Band,F2,C#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Joy to the World,David Crowder Band,D3,F#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Leaning on the Everlasting Arms /  'Tis So Sweet To Trust In Jesus,David Crowder Band,D3,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Let Me Feel You Shine,David Crowder Band,E3,F#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Like a Lion,David Crowder Band,C#3,F#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
My Hope,David Crowder Band,E2,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Never Let Go,David Crowder Band,B2,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
No One Like You,David Crowder Band,E2,C#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
"O Come, O Come, Emmanuel",David Crowder Band,B2,G#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
O Praise Him,David Crowder Band,D3,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
O Praise Him (All This for a King),David Crowder Band,F3,F4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
O for a Thousand Tongues to Sing,David Crowder Band,D3,G4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
"Oh Great God, Give Us Rest",David Crowder Band,C3,G4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
"Oh, Great Love of God",David Crowder Band,C3,G4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
"Oh, Happiness",David Crowder Band,E3,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Only You,David Crowder Band,G2,C4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Open Skies,David Crowder Band,D3,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Our Communion,David Crowder Band,C3,F4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Our Love Is Loud,David Crowder Band,D3,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Phos Hilaron,David Crowder Band,E3,C4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Rain Down,David Crowder Band,D#3,C#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Remedy,David Crowder Band,D3,B4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Revolutionary Love,David Crowder Band,D#3,G#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
SMS (Shine),David Crowder Band,A2,E4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Shadows,David Crowder Band,D#3,C#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Surely We Can Change,David Crowder Band,G#2,F4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
The Glory of It All,David Crowder Band,D#3,F#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
The Great Amen,David Crowder Band,F3,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
This I Know,David Crowder Band,A2,F4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
We Are Loved,David Crowder Band,E3,G4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
We Won't Be Quiet,David Crowder Band,D#3,D#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
What a Miracle,David Crowder Band,D3,G4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Wholly Yours,David Crowder Band,A2,F#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
Wonderful King,David Crowder Band,G#2,C#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
You Alone,David Crowder Band,D3,D4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
You're Everything,David Crowder Band,F#2,C#4,https://singingcarrots.com/artist-range?artist=David%20Crowder%20Band
(Remember Me) I'm the One Who Loves You,Dean Martin,C3,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
A Marshmallow World,Dean Martin,B2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Ain't That a Kick in the Head,Dean Martin,C3,F4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
"Baby, It's Cold Outside",Dean Martin,E3,F#4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Bouquet of Roses,Dean Martin,B2,C4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Do It Yourself,Dean Martin,A#2,F4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Ev'ry Street's a Boulevard (In Old New York),Dean Martin,C3,G4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Good Mornin' Life,Dean Martin,B2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Goodnight Sweetheart,Dean Martin,A#2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Hit the Road To Dreamland,Dean Martin,C3,E4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Houston,Dean Martin,A#2,C4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
How D'ya Like Your Eggs In the Morning?,Dean Martin,C3,E4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
How Do You Speak To An Angel?,Dean Martin,C3,E4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
I Met a Girl,Dean Martin,A#2,D#4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
I Take a Lot of Pride In What I Am,Dean Martin,B2,A3,https://singingcarrots.com/artist-range?artist=Dean%20Martin
I Will,Dean Martin,D3,C4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
If,Dean Martin,B2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
In the Chapel in the Moonlight,Dean Martin,B2,E4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Innamorata (Sweetheart),Dean Martin,D3,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Just In Time,Dean Martin,A#2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Lay Some Happiness on Me,Dean Martin,C3,E4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Little Old Wine Drinker Me,Dean Martin,A2,C4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Memories Are Made of This,Dean Martin,A#2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
My Heart Cries for You,Dean Martin,A2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
On an Evening in Rome,Dean Martin,B2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Once in Love with Amy,Dean Martin,D3,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Powder Your Face With Sunshine,Dean Martin,C3,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Relax-Ay-Voo,Dean Martin,C3,D#4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Return To Me,Dean Martin,C3,E4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Somewhere There's a Someone,Dean Martin,B2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
That Certain Party,Dean Martin,C3,D#4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
That's Amore (That's Love),Dean Martin,B2,D4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
The Christmas Blues,Dean Martin,A2,C#4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
The Night Is Young (And You're So Beautiful),Dean Martin,B2,E4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
The Object of My Affection,Dean Martin,A#2,D#4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
The Peanut Vendor,Dean Martin,D3,G4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Under the Bridges of Paris,Dean Martin,C3,F4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Walkin' My Baby Back Home,Dean Martin,D3,F4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Who's Got the Action?,Dean Martin,A#2,C#4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Wrap Your Troubles In Dreams,Dean Martin,E3,E4,https://singingcarrots.com/artist-range?artist=Dean%20Martin
Hiding in Your Hands,Dear Evan Hansen,G2,C4,https://singingcarrots.com/artist-range?artist=Dear%20Evan%20Hansen
Part of Me,Dear Evan Hansen,G2,D#4,https://singingcarrots.com/artist-range?artist=Dear%20Evan%20Hansen
And I Love You So,Don McLean,C3,E4,https://singingcarrots.com/artist-range?artist=Don%20McLean
Birthday Song,Don McLean,A2,E4,https://singingcarrots.com/artist-range?artist=Don%20McLean
Bronco Bill's Lament,Don McLean,D3,G4,https://singingcarrots.com/artist-range?artist=Don%20McLean
Castles In the Air,Don McLean,E2,E4,https://singingcarrots.com/artist-range?artist=Don%20McLean
Circus Song,Don McLean,A2,E4,https://singingcarrots.com/artist-range?artist=Don%20McLean
Crossroads,Don McLean,B2,D4,https://singingcarrots.com/artist-range?artist=Don%20McLean
Empty Chairs,Don McLean,D3,E4,https://singingcarrots.com/artist-range?artist=Don%20McLean
If We Try,Don McLean,B2,G4,https://singingcarrots.com/artist-range?artist=Don%20McLean
No Reasons for Your Dreams,Don McLean,D3,E4,https://singingcarrots.com/artist-range?artist=Don%20McLean
Tapestry,Don McLean,B2,D4,https://singingcarrots.com/artist-range?artist=Don%20McLean
